subject,content,answer,sentence,cat,maincat,subcat,a_perspective_1,a_perspective_2,a_perspective_3,s_perspective_1
When is the common cold contagious and for how long?,,Incubation period - which is about 2-3 days before the onset of symptoms and for about the first 3 -4 days once symptoms begin.,Incubation period - which is about 2-3 days before the onset of symptoms and for about the first 3 -4 days once symptoms begin.,Other - Diseases,Health,Diseases & Conditions,,,,information
Time for my meds!!!?,how many people here ..need medication to go to sleep? me without my ambiens i can't go to sleep I TRIED...,"I take Trazadone to sleep. I couldn't go to sleep without it for several weeks. Now that I am feeling a little better and getting sleep, I can go to sleep without it.",I couldn't go to sleep without it for several weeks.,Mental Health,Health,Mental Health,,,,experience
How good is Ayurveda and Yoga?,Heard a lot of about Ayurvedic medicines and Yoga (from Indian Subcontinent). Just wanted to know whether they are any good and/or provide any results?,"Both are excellent, try them out, but don't think of ""results."" that's a very western concept.","Both are excellent, try them out, but don't think of ""results.""",Alternative Medicine,Health,Alternative Medicine,,,,suggestion
what is a good alternative eye treatment for dark circles?,,ssssSsSLLLLEEEEEEEPPPPPPP!!!!!,ssssSsSLLLLEEEEEEEPPPPPPP!!!!,Alternative Medicine,Health,Alternative Medicine,,,,treatment
what is the different between HIV and AIDS?,,hiv is making the antibiodies before u get full blown aids.. either way it is trouble,hiv is making the antibiodies before u get full blown aids.. either way it is trouble,Other - Diseases,Health,Diseases & Conditions,,,,information
appetite supressant?,"ever heard of phentrazine 37.5 for appetite supression and weight loss?  if so, have you tried it and did it work?","Nothing works in the long run other than eating less and exercising more.  Look to modify your lifestyle, and you can't lose!","Look to modify your lifestyle, and you can't lose!",Diet & Fitness,Health,Diet & Fitness,,,,treatment
quick question about vicodin?,1 never seemed to do anything so about 48 minuets ago i took 2 with about a 1/8th tiny plastic party cup full of wisky cause it said it will intensify the effect... any ways i alwasy wanted to see why people like getting high on these things and just wondering what should i be feeling... also i was doing research and it said your pulse can slow you can go into a coma and sezier (bleh) so is any of this common ? thanks !,I wouldn't worry about that. They have to list everything even if it happend only one time in a million.,They have to list everything even if it happend only one time in a million.,Injuries,Health,General Health Care,,,,information
still having pain swallowing?,"hi friends, well after 4 weeks and taking 2 antibiotics (amoxil and now for the 2nd week, penicillin VK) i am still having pain swallowing on one side..i have strep and tonsilitis. the redness seems to be lightening up a little and the colony of blisters seems like it is still there although dimishing a little...this is getting ridiculous already and all the doctor says is that its going around and to keep up my medication..does anyone have any other suggestions or input on why this is taking so long to heal...the doctor said this penicillin VK is strong, i am taking 500 mg every 6 hours...she said if this does not work she will put me on FACTIVE which is a new medication..i cannot understand why sometimes i dont have pain swallowing and other times of the day i do..really weird..i am also taking honey, pure garlic cloves, green tea and salt water..  

i appreciate any input you can all give..thanks","Well, have they cultured your blood.  Sorry to ask but how about an STD?  Some of them are nasty and hard to treat.","Well, have they cultured your blood.",First Aid,Health,General Health Care,,,,information
hoodia pops?,"Okay, I am asking for a friend, do these things really work?",Yep they do. A lot of people on this fitness forum I am on have been taking the Venom Hyperdrive by ALRI. It contains Hoodia and they report that their appetites are so suppressed that they have to force themselves to eat.,Yep they do.,Diet & Fitness,Health,Diet & Fitness,,,,information
"HI, I want to know why pregnant cant workout with more of 140 bpm?",,When you are pregnant your blood already pumps twice as much so if you work out too much you could over heat the baby and even cause disformaaties...walking is the best way to excercise when pregnant...when you feel tired or hot...slow downa nd then stop...trust me I am on my fourth..haha,slow downa nd then stop...,Women's Health,Health,Women's Health,,,,treatment
"Looking for a medication for gum infections, sounds like Amacin?",Not Anacin,"I used to have this problem often.
I used hydrogen peroxide  to gargle with,did gargling every few minutes when the infection caused swelling.

This was significant in curing swelling.

Then two years ago I had gums cleaned. Dentist opened the gums with a sharp tool all around the teeth, all of them. And removed the plack. plack is the cause of infection.

Since then I have no infection at all. I use hydrogen peroxide once every morning.

Dentist prescribe amoxicilin when you have terrible pain with the infection. Hydrogenperoxide works when you have infection only.",Hydrogenperoxide works when you have infection only.,Dental,Health,Dental,,,,treatment
why can't eat after the midnight before liver ultrasound testing?,,"Sometimes you might get sick and throw up all over their equipment if your food reacts to their dye they may have to inject.  It also may give an inaccurate reading if the food going through your system to your liver is reactionary.  You can ask your doctor, he's supposed to inform you of these things.  (Unfortunately, they act most times like we're not involved in the process and don't need to know.)",It also may give an inaccurate reading if the food going through your system to your liver is reactionary.,Infectious Diseases,Health,Diseases & Conditions,,,,cause
why do i have red like crystal in my urine?,,talk to your doctor could be serious.,talk to your doctor could be serious.,Men's Health,Health,Men's Health,,,,suggestion
